Year	State	TotalPopulation	TotalCitizen	TotalRegistered	TotalVoted	HispanicPopulation	HispanicCitizen	HispanicRegistered	HispanicVoted	PercentHispanicPopulation	PercentHispanicRegistered	PercentHispanicVoted
2010	WISCONSIN	4291.0	4156.0	2908.0	2258.0	181.0	96.0	53.0	38.0	0.04218130971801445	0.018225584594222834	0.01682905225863596
2010	WYOMING	411.0	402.0	239.0	190.0	31.0	25.0	9.0	6.0	0.07542579075425791	0.03765690376569038	0.031578947368421054
2008	ALABAMA	3497.0	3404.0	2438.0	2126.0	71.0	7.0	4.0	4.0	0.02030311695739205	0.0016406890894175555	0.0018814675446848542
2008	ALASKA	488.0	468.0	345.0	304.0	15.0	13.0	9.0	8.0	0.030737704918032786	0.02608695652173913	0.02631578947368421
2008	ARIZONA	4688.0	4169.0	2874.0	2497.0	1227.0	796.0	410.0	291.0	0.2617320819112628	0.14265831593597772	0.11653984781738086
2008	ARKANSAS	2108.0	2030.0	1317.0	1092.0	74.0	20.0	8.0	3.0	0.03510436432637571	0.006074411541381929	0.0027472527472527475
2008	CALIFORNIA	26993.0	21816.0	14885.0	13828.0	8859.0	5193.0	3263.0	2961.0	0.3281961990145593	0.21921397379912663	0.21413074920451258
2008	COLORADO	3694.0	3374.0	2437.0	2308.0	590.0	380.0	225.0	195.0	0.1597184623714131	0.09232663110381617	0.08448873483535528
2008	CONNECTICUT	2651.0	2396.0	1761.0	1610.0	253.0	191.0	104.0	89.0	0.0954356846473029	0.059057353776263484	0.055279503105590065
2008	DELAWARE	648.0	606.0	447.0	408.0	38.0	19.0	9.0	7.0	0.05864197530864197	0.020134228187919462	0.01715686274509804
2008	DISTRICT OF COLUMBIA	469.0	413.0	324.0	306.0	50.0	18.0	11.0	11.0	0.10660980810234541	0.033950617283950615	0.03594771241830065
2008	FLORIDA	14069.0	12462.0	8774.0	7951.0	2909.0	1988.0	1380.0	1227.0	0.20676665008174	0.15728288124002734	0.15432021129417683
2008	GEORGIA	7018.0	6515.0	4624.0	4183.0	541.0	234.0	150.0	128.0	0.07708748931319465	0.032439446366782004	0.030600047812574707
2008	HAWAII	977.0	883.0	522.0	457.0	49.0	45.0	17.0	15.0	0.05015353121801433	0.032567049808429116	0.03282275711159737
2008	IDAHO	1095.0	1049.0	723.0	644.0	122.0	86.0	37.0	30.0	0.11141552511415526	0.051175656984785614	0.046583850931677016
2008	ILLINOIS	9521.0	8681.0	6151.0	5436.0	1081.0	671.0	385.0	314.0	0.11353849385568743	0.06259144854495204	0.057763061074319354
2008	INDIANA	4686.0	4562.0	3105.0	2758.0	196.0	102.0	45.0	36.0	0.04182671788305591	0.014492753623188406	0.01305293691080493
2008	IOWA	2244.0	2137.0	1630.0	1501.0	101.0	31.0	21.0	20.0	0.04500891265597148	0.012883435582822086	0.013324450366422385
2008	KANSAS	2037.0	1926.0	1343.0	1219.0	136.0	76.0	43.0	39.0	0.06676485027000491	0.03201787043931496	0.03199343724364233
2008	KENTUCKY	3179.0	3094.0	2259.0	1952.0	52.0	17.0	13.0	13.0	0.01635734507706826	0.005754758742806552	0.00665983606557377
2008	LOUISIANA	3161.0	3056.0	2393.0	2149.0	100.0	58.0	39.0	32.0	0.03163555836760519	0.0162975344755537	0.014890646812470917
2008	MAINE	1020.0	1005.0	801.0	716.0	17.0	15.0	9.0	8.0	0.016666666666666666	0.011235955056179775	0.0111731843575419
2008	MARYLAND	4218.0	3824.0	2828.0	2611.0	269.0	145.0	93.0	91.0	0.06377430061640588	0.03288543140028288	0.03485254691689008
2008	MASSACHUSETTS	4962.0	4533.0	3293.0	3044.0	286.0	193.0	103.0	77.0	0.05763804917372027	0.03127846948071667	0.025295663600525625
2008	MICHIGAN	7487.0	7176.0	5531.0	4865.0	198.0	147.0	85.0	70.0	0.02644583945505543	0.015367926233954077	0.014388489208633094
2008	MINNESOTA	3898.0	3678.0	2931.0	2759.0	128.0	68.0	39.0	35.0	0.032837352488455616	0.01330603889457523	0.012685755708590069
2008	MISSISSIPPI	2109.0	2064.0	1589.0	1439.0	54.0	15.0	10.0	10.0	0.025604551920341393	0.0062932662051604785	0.006949270326615705
2008	MISSOURI	4430.0	4326.0	3224.0	2846.0	98.0	50.0	25.0	20.0	0.022121896162528215	0.007754342431761787	0.007027406886858749
2008	MONTANA	731.0	724.0	516.0	473.0	15.0	11.0	9.0	8.0	0.02051983584131327	0.01744186046511628	0.016913319238900635
2008	NEBRASKA	1308.0	1253.0	939.0	844.0	76.0	47.0	28.0	24.0	0.0581039755351682	0.029818956336528223	0.02843601895734597
2008	NEVADA	1946.0	1714.0	1147.0	1027.0	392.0	228.0	131.0	119.0	0.2014388489208633	0.11421098517872712	0.11587147030185005
2008	NEW HAMPSHIRE	1015.0	994.0	756.0	708.0	18.0	14.0	11.0	8.0	0.017733990147783252	0.01455026455026455	0.011299435028248588
2008	NEW JERSEY	6489.0	5675.0	4022.0	3637.0	1006.0	661.0	388.0	337.0	0.15503159192479582	0.09646941819990054	0.09265878471267529
2008	NEW MEXICO	1473.0	1352.0	937.0	846.0	640.0	539.0	346.0	289.0	0.4344874405974202	0.36926360725720386	0.3416075650118203
2008	NEW YORK	14665.0	12849.0	8458.0	7559.0	2042.0	1348.0	836.0	743.0	0.13924309580634164	0.09884133364861669	0.09829342505622436
2008	NORTH CAROLINA	6845.0	6477.0	4902.0	4370.0	374.0	118.0	83.0	77.0	0.05463842220598977	0.01693186454508364	0.017620137299771167
2008	NORTH DAKOTA	484.0	476.0	399.0	321.0	6.0	5.0	3.0	1.0	0.012396694214876033	0.007518796992481203	0.003115264797507788
2008	OHIO	8499.0	8367.0	6108.0	5483.0	212.0	142.0	85.0	74.0	0.02494411107189081	0.013916175507531107	0.013496261170891848
2008	OKLAHOMA	2667.0	2566.0	1798.0	1507.0	170.0	93.0	47.0	33.0	0.06374203224596925	0.02614015572858732	0.021897810218978103
2008	OREGON	2904.0	2687.0	1961.0	1818.0	261.0	100.0	43.0	39.0	0.08987603305785125	0.021927587965323816	0.02145214521452145
2008	PENNSYLVANIA	9449.0	9206.0	6451.0	5747.0	361.0	319.0	189.0	161.0	0.03820510106889618	0.029297783289412495	0.028014616321559074
2008	RHODE ISLAND	804.0	752.0	568.0	507.0	71.0	42.0	22.0	20.0	0.08830845771144279	0.03873239436619718	0.03944773175542406
2008	SOUTH CAROLINA	3313.0	3202.0	2385.0	2100.0	111.0	37.0	21.0	18.0	0.03350437669785693	0.00880503144654088	0.008571428571428572
2008	SOUTH DAKOTA	590.0	575.0	442.0	390.0	11.0	8.0	3.0	3.0	0.01864406779661017	0.006787330316742082	0.007692307692307693
2008	TENNESSEE	4692.0	4529.0	2921.0	2516.0	178.0	73.0	37.0	34.0	0.03793691389599318	0.01266689489900719	0.013513513513513514
2008	TEXAS	17295.0	15040.0	10123.0	8435.0	6241.0	4493.0	2441.0	1697.0	0.3608557386527898	0.2411340511706016	0.201185536455246
2008	UTAH	1859.0	1768.0	1056.0	939.0	138.0	92.0	24.0	21.0	0.07423345884884347	0.022727272727272728	0.022364217252396165
2008	VERMONT	487.0	476.0	345.0	308.0	5.0	3.0	2.0	2.0	0.01026694045174538	0.005797101449275362	0.006493506493506494
2008	VIRGINIA	5720.0	5316.0	3950.0	3650.0	330.0	132.0	74.0	74.0	0.057692307692307696	0.018734177215189874	0.020273972602739727
2008	WASHINGTON	4912.0	4600.0	3299.0	3073.0	404.0	280.0	160.0	148.0	0.08224755700325732	0.048499545316762656	0.048161405792385294
2008	WEST VIRGINIA	1395.0	1387.0	917.0	741.0	9.0	6.0	5.0	5.0	0.0064516129032258064	0.0054525627044711015	0.006747638326585695
2008	WISCONSIN	4212.0	4053.0	3095.0	2887.0	247.0	150.0	77.0	66.0	0.05864197530864197	0.024878836833602584	0.0228611014894354
2008	WYOMING	397.0	389.0	270.0	250.0	18.0	15.0	8.0	7.0	0.04534005037783375	0.02962962962962963	0.028
2006	ALABAMA	3447.0	3353.0	2480.0	1667.0	69.0	16.0	13.0	13.0	0.020017406440382943	0.005241935483870968	0.007798440311937612
2006	ALASKA	469.0	452.0	333.0	248.0	14.0	10.0	7.0	5.0	0.029850746268656716	0.021021021021021023	0.020161290322580645
2006	ARIZONA	4418.0	3828.0	2378.0	1777.0	1243.0	747.0	400.0	272.0	0.28134902670891804	0.16820857863751051	0.1530669667979741
2006	ARKANSAS	2076.0	2004.0	1316.0	911.0	106.0	51.0	15.0	10.0	0.051059730250481696	0.011398176291793313	0.010976948408342482
2006	CALIFORNIA	26318.0	21250.0	13239.0	10104.0	8180.0	4676.0	2481.0	1717.0	0.3108138916331028	0.1874008610922275	0.16993269992082344
2006	COLORADO	3464.0	3187.0	2275.0	1730.0	563.0	396.0	228.0	158.0	0.16252886836027713	0.10021978021978022	0.09132947976878612
2006	CONNECTICUT	2640.0	2454.0	1650.0	1220.0	258.0	192.0	90.0	49.0	0.09772727272727273	0.05454545454545454	0.04016393442622951
2006	DELAWARE	647.0	603.0	408.0	275.0	43.0	22.0	8.0	4.0	0.06646058732612056	0.0196078431372549	0.014545454545454545
2006	DISTRICT OF COLUMBIA	419.0	374.0	275.0	187.0	36.0	10.0	7.0	4.0	0.08591885441527446	0.025454545454545455	0.0213903743315508
2006	FLORIDA	13929.0	12098.0	7855.0	5343.0	2862.0	1635.0	921.0	514.0	0.20547060090458755	0.11725015913430936	0.09620063634662175
2006	GEORGIA	6630.0	6086.0	3950.0	2672.0	528.0	176.0	57.0	37.0	0.07963800904977375	0.014430379746835443	0.013847305389221557
2006	HAWAII	967.0	893.0	492.0	388.0	52.0	48.0	25.0	22.0	0.05377456049638056	0.0508130081300813	0.05670103092783505
2006	IDAHO	1064.0	1007.0	660.0	523.0	91.0	52.0	16.0	9.0	0.08552631578947369	0.024242424242424242	0.017208413001912046
2006	ILLINOIS	9392.0	8383.0	5779.0	3968.0	1086.0	594.0	316.0	185.0	0.11563032367972743	0.05468074061256273	0.04662298387096774
2006	INDIANA	4629.0	4506.0	2946.0	2053.0	211.0	124.0	59.0	24.0	0.04558219917908836	0.02002715546503734	0.011690209449585971
2006	IOWA	2252.0	2162.0	1663.0	1180.0	70.0	35.0	16.0	4.0	0.03108348134991119	0.009621166566446182	0.003389830508474576
2006	KANSAS	2035.0	1938.0	1274.0	901.0	119.0	76.0	32.0	19.0	0.05847665847665848	0.02511773940345369	0.021087680355160933
2006	KENTUCKY	3142.0	3052.0	2240.0	1508.0	45.0	23.0	14.0	11.0	0.014322087842138766	0.00625	0.007294429708222812
2006	LOUISIANA	3071.0	3006.0	2179.0	1201.0	92.0	59.0	33.0	31.0	0.029957668511885378	0.015144561725562184	0.025811823480432972
2006	MAINE	1034.0	1023.0	811.0	595.0	3.0	2.0	1.0	0.0	0.0029013539651837525	0.0012330456226880395	0.0
2006	MARYLAND	4175.0	3806.0	2720.0	2145.0	317.0	145.0	83.0	71.0	0.07592814371257485	0.03051470588235294	0.0331002331002331
2006	MASSACHUSETTS	4864.0	4395.0	3180.0	2434.0	265.0	179.0	84.0	61.0	0.05448190789473684	0.026415094339622643	0.02506162695152013
2006	MICHIGAN	7458.0	7163.0	5256.0	4088.0	287.0	208.0	137.0	99.0	0.038482166800750874	0.02606544901065449	0.024217221135029353
2006	MINNESOTA	3855.0	3632.0	2862.0	2375.0	153.0	48.0	22.0	20.0	0.03968871595330739	0.007686932215234102	0.008421052631578947
2006	MISSISSIPPI	2083.0	2054.0	1437.0	879.0	39.0	15.0	0.0	0.0	0.01872299567930869	0.0	0.0
2006	MISSOURI	4388.0	4276.0	3170.0	2310.0	135.0	90.0	58.0	46.0	0.030765724703737465	0.01829652996845426	0.019913419913419914
2006	MONTANA	735.0	729.0	512.0	435.0	12.0	11.0	3.0	2.0	0.0163265306122449	0.005859375	0.004597701149425287
2006	NEBRASKA	1298.0	1239.0	852.0	634.0	76.0	42.0	19.0	13.0	0.05855161787365177	0.022300469483568074	0.02050473186119874
2006	NEVADA	1839.0	1610.0	905.0	686.0	375.0	199.0	92.0	50.0	0.2039151712887439	0.10165745856353592	0.0728862973760933
2006	NEW HAMPSHIRE	1015.0	985.0	687.0	477.0	15.0	13.0	6.0	2.0	0.014778325123152709	0.008733624454148471	0.0041928721174004195
2006	NEW JERSEY	6488.0	5563.0	3487.0	2406.0	960.0	507.0	258.0	165.0	0.14796547472256474	0.07398910238026957	0.0685785536159601
2006	NEW MEXICO	1436.0	1346.0	951.0	731.0	519.0	450.0	289.0	233.0	0.36142061281337046	0.3038906414300736	0.31874145006839943
2006	NEW YORK	14376.0	12701.0	8143.0	5402.0	2054.0	1392.0	682.0	390.0	0.14287701725097385	0.08375291661549797	0.07219548315438726
2006	NORTH CAROLINA	6490.0	6013.0	4160.0	2422.0	418.0	67.0	32.0	9.0	0.06440677966101695	0.007692307692307693	0.0037159372419488025
2006	NORTH DAKOTA	484.0	475.0	397.0	259.0	6.0	4.0	3.0	1.0	0.012396694214876033	0.007556675062972292	0.003861003861003861
2006	OHIO	8508.0	8319.0	5919.0	4408.0	216.0	171.0	112.0	58.0	0.02538787023977433	0.018922115222165907	0.013157894736842105
2006	OKLAHOMA	2616.0	2539.0	1776.0	1174.0	117.0	69.0	37.0	17.0	0.04472477064220184	0.020833333333333332	0.014480408858603067
2006	OREGON	2802.0	2680.0	1924.0	1601.0	169.0	98.0	57.0	42.0	0.0603140613847252	0.029625779625779627	0.02623360399750156
2006	PENNSYLVANIA	9436.0	9234.0	5991.0	4394.0	312.0	274.0	119.0	77.0	0.03306485799067401	0.01986312802537139	0.017523896222121076
2006	RHODE ISLAND	806.0	733.0	536.0	431.0	76.0	43.0	25.0	19.0	0.09429280397022333	0.04664179104477612	0.04408352668213457
2006	SOUTH CAROLINA	3197.0	3043.0	1986.0	1376.0	151.0	35.0	9.0	7.0	0.04723177979355646	0.004531722054380665	0.005087209302325582
2006	SOUTH DAKOTA	577.0	569.0	445.0	358.0	11.0	9.0	5.0	4.0	0.019064124783362217	0.011235955056179775	0.0111731843575419
2006	TENNESSEE	4571.0	4414.0	2828.0	2003.0	163.0	39.0	12.0	6.0	0.03565959308685189	0.004243281471004243	0.0029955067398901645
2006	TEXAS	16512.0	14406.0	9676.0	5526.0	5407.0	3719.0	2160.0	945.0	0.32745881782945735	0.2232327408019843	0.17100977198697068
2006	UTAH	1753.0	1641.0	932.0	603.0	168.0	91.0	36.0	27.0	0.09583571021106674	0.03862660944206009	0.04477611940298507
2006	VERMONT	491.0	479.0	345.0	273.0	5.0	3.0	2.0	2.0	0.010183299389002037	0.005797101449275362	0.007326007326007326
2006	VIRGINIA	5578.0	5123.0	3402.0	2431.0	349.0	102.0	51.0	33.0	0.06256722839727501	0.014991181657848324	0.013574660633484163
2006	WASHINGTON	4745.0	4405.0	3090.0	2346.0	295.0	198.0	97.0	63.0	0.06217070600632244	0.0313915857605178	0.026854219948849106
2006	WEST VIRGINIA	1394.0	1389.0	873.0	513.0	3.0	2.0	2.0	0.0	0.002152080344332855	0.002290950744558992	0.0
2006	WISCONSIN	4202.0	4071.0	2948.0	2352.0	173.0	120.0	58.0	36.0	0.04117087101380295	0.01967435549525102	0.015306122448979591
2006	WYOMING	388.0	383.0	253.0	199.0	30.0	27.0	13.0	9.0	0.07731958762886598	0.05138339920948617	0.04522613065326633
